actual,テキスト
1,もしかしてこの味噌はヒカ菌から作られててすごい美味いのか
1,見てるだけで腹減ってくるわ
1,人気過ぎて即売れきれそう絶対買う
1,ええやん ? ?買うわ美味そうやん
1,美味しそうですね
1,0年ほど見続けていたのですが初めてコメントしますヒカキンさんがラーメンを作ったという報告が何故かめちゃくちゃ嬉しくて幸せで発売日に絶対食べたいです幸せそうに食べるヒカキンさんを見て笑いながら泣きそうでした
1,早く食いたいなー0月0日速攻で買うよ飯も
1,応援したいから買う?売り切れちゃうかなあ
1,これからこちらの新商品のpop作りをさせていただきますセブンイレブン社員です売り切れそうわたしも食べます
1,だめだ商品のヒカキンがもこうにしか見えない
1,ヒカキンのいつもの癖ならみそおって名付けそうなのに
1,同じ地元民ですやっぱりミサのラーメンですね
1,カップの中に箸差しっぱなしなの嫌だ
1,蒙古タンメンがライバルかな辛いバージョンも出して下さい
1,めっちゃうまかったよ?
1,おい休めよラーメンは食っとくから
1,現在イギリスに住んでいますが両親に頼んで送って貰います改めておめでとうございます
1,普通に美味そう
1,バカ売れしてソッコーで品薄になりそう
1,hikakinのラーメン買わない人いない説
1,多分都会の方でしか流通してないと思うセブンイレブン行ったけどなかった
1,みそキン必ず買いに行きます行く時間であればいいけど
1,おめでとうございますヒカキンさんの熱い想いがめちゃくちゃ伝わってきて感動しましたセブンさんに並ぶのを楽しみにしています
1,ちょっと高いけど絶対買う
1,人生と共に過ごしてきた0番大好きなものを商品化したヒカキンさん素晴らしい絶対食べたい楽しみすぎて発売まで待てなすぎ
1,うまそうだけど糖尿だからしばらく食えんごめんなヒカキン
1,こりゃ早朝から行かんと売り切れになる
1,hikakinpremium立ち上げおめでとうございますヒカキンさんの夢が叶ったこだわりのラーメン楽しみです
1,ヒカキンさんおめでとうございますラーメンへの熱い想いが伝わってきました本当に美味しそうで今すぐ食べたいです追記沢山のグッドボタンや返信本当にありがとうございます
1,夢の味買います
1,ラーメンか
1,買いますおいしそう
1,一年賭けたラーメン食べますね?近くで買えるの嬉しい
1,マジでうまそう
1,甘めって事はミサに近いのかな
1,こんな期待したラーメンねえよ
1,うわ?おいしそ?
1,しおきんとしょうゆきんも食べたい
1,自分の好きな事ラーメンで視聴者をも一緒に喜ばせれるのってhikakinさん位だと思う幸せを独り占めせず皆んなで分かち合える形に出来るhikakinさんはやっぱり凄い絶対買います頂きます
1,どうせhikakin印のラーメンでも作ったんでしょ鼻ホジ
1,次は塩キンとか出してくれるのかな
1,この調子でしょゆきんとしおきんととんこつきんもだしてくれ
1,oロo0わぉ0月0日の発売日私の誕生日だわセブンに買いに行きますね
1,ラーメンはもちろん食べますtシャツも買いたかったのにサイズがもう残ってないみたいです
1,美味しそうやばあ夜の0時食テロすぎぜったいたべる
1,次はラーメンチェーンですね
1,めっちゃ美味しかったです
1,発売してしばらくはずっと売り切れてそうだな笑笑毎日通うか
1,hikakinさんが嬉しそうに楽しそうにしてて元気でるなーアレルギークリアしてたら買って食べます無理だったら誰かにプレゼントします
1,0杯0円か
1,じゃあ次は卵とネギを使ったラーメンを作ってください
1,ヒカキンtv好きなので絶対食べます発売待ってるよコンビニで買えるのは嬉しいです
1,初コメどのyoutuberが食レポしてくれるんだろう忖度なしで私的にはサッポロ0番味噌ラーメンを越えるかどうか
1,ヒカキンさんのことやからしおきんつけきんすでに準備しとると思います
1,セブンイレブンに0月0日に出るんですか買って食べて見ますね東京にラーメンやさんでやるかと思いましたヒカキンさん人気あるからめちゃくちゃ混むよねセブンイレブンに出るんだら良かったです
1,自分の好きなラーメンをいつも見てるhikakinさんが作ってくれるとは思ってもいなかった勉強の夜食に食べます0日は朝イチでセブンに直行だ
1,すぐ売り切れそうおめでとうございます
1,ちぢれ麺がいいね
1,発売されたら両方食べます
1,これって期間限定
1,hikakinが0年かけて編み出したラーメンが上手くないわけがない絶対に速攻出たら買いに行く
1,ヒカキンさんおめでとうございますいつもみていますずっとみていますお体大切に永遠に0番星で輝いていて下さいラーメン必死で買いに行きますね
1,ヒカキンさん新しいラーメンを発売されるということでおめでとうござまいす発売を楽しみに過ごさせていただきます
1,おそらくしばらくお目にかかれないと思うので世間が落ち着いたら食べます
1,ヒカキンのyoutubeほとんど見てないけどテレビでヒカキン見て知ってました人柄がいいよねえヒカキンラーメン食べまーすう
1,hikakinさんおめでとうラーメン絶対買うわ
1,味噌ラーメンは普段あまり食べませんが流石に買わずにはいられません0日セブンに走ります
1,腕組んでたらだいたい美味い
1,アレルギーめちゃ気になる
1,美味そう
1,美味しそうに食べますね?
1,ミソキンラーメンの残り汁にご飯いれたらミソキンメシにならんの笑
1,hikakinさんの作るご飯食べてみたかったんですめちゃくちゃ嬉しいですhikakinさんの夢が叶って良かったです
1,美味しそう
1,好きだったラーメンを作るなんてすごいな
1,ラーメンもカップ飯も絶対食ベますhikakinさんの思いがつまったラーメン絶対美味しそう
1,hikakinさんやっぱ凄いわ誰でも手に入れられるコンビニでの販売嬉しいです
1,地元に店舗つくりな
1,セブンにしかないのか
1,ギャン売れそう
1,ヒカキンさんのこだわりや夢思い出が詰まったラーメン頂きたいと思います本当におめでとうございます
1,表紙のヒカさん某クレーマーやん
1,当たりがでたらもう一個もらえるという機能はどうですか
1,メシの方気になる?
1,hikakinさんが監修したやつなのかなすげぇ
1,美味しそーヽ ?ノ
1,ステップアップして実店舗出してくれ
1,0万個は売れるだろうねってなるといくらの儲けなんだろヒカキンに0億くらいは入ってくるのか
1,しおきんもほしいなんにせよおめでとうございます
1,みそキンぜったい買う
1,美味そうやな
1,うまそうだけどちょっと高そう
1,ヒカキンさんが超こだわったラーメンはやく食べてみたいです楽しみすぎます
1,おいしそう
1,hikakinさん醤油味も作ってくださいお願いします
1,ミサの味噌ラーメン
1,hikakinさん大好き??????????????ラーメン美味しそうですね
1,明日から発売ですけどちゃんと手に入るかなーすぐ売り切れてたりして
1,めっちゃ素敵ですね♪ラーメン食べますねナイスゥyoutuberが飲食に手を出す流れが出来てますね焼肉カレーパンラーメンありがとうございます♪あと唐揚げも食べてみたーい
1,近所にコンビニがコンビニがねぇぇぇぇぇ
1,マジでうまそう食べてーーーーー
1,ラーメン三杯いただきやす
1,ヒカキン特せいラーメン出来た
1,誕生日の日に販売開始してくれてありがとうございます誕プレとして買ってもらいます
1,アレルギーがあるから食べられない
1,素敵なお方です入荷したら頂きます
1,早く売ってください
1,うまそう
1,醤油ラーメンも作ってくれませんか作ってもらえたらうれしくていっぱい買います
1,ニューミサとどっちが美味いですか
1,味噌をこだわるとか具体的なコンセプトがないゆえどんなものを作りたいのかよくわからなかった
1,美味しそー
1,味噌味きいて本当に美味いの
1,スーパー美味いって
1,うまそう
1,安いなー
1,うまそう
1,ヒカキン完全こだわりのラーメンならいいけど味的に元のラーメンをちょっと変えただけならわかんないなーラーメンに関しては厳しい世界だからヒカキンってだけで売れると思うけど美味しくなかったら売れなくなると思うけど人それぞれの好みだからわかんないけど
1,味噌キンぬいぐるみはどこでgetできますか
1,コンビニでかえるのうれしいよありがとうヒカキンカッコイイだいすきたべたらいれものかざっとくよ
1,普通に高い
1,店舗じゃないのかよ
1,こだわるなら人工甘味料とか使わないで欲しかった
1,0月0日の日セブンイレブン行かねば
1,ヒカキンのラーメンだね買います
1,こだわっていたのでしたらセブンイレブンさんでなくても
1,ヒカキン俺このラーメン買うよサイコーじゃんyoutubeドリーム見せてきた男の夢の結晶でしょ
1,これ辛いの麻婆豆腐しか食ったことのない中学生でもくえますか
1,本当に尊敬するけどごめんなさいパッケージがやばいクレーマーのすするにしか見えん笑笑
1,食べたかったけどたまごアレルギーだつらいたまごなしのもだしてヒカキン
1,ラーメン好きアピール多すぎて嫌味が差してくるけどめちゃくちゃうまそう
1,高すぎやな
1,買いに行くね美味しそうもし叶うならヒカキンさんが着ているtシャツプレゼントキャンペーンしてくれますか
1,食いたいけどたけぇよ
1,果たしてサッポロ一番みそラーメンとどっちが美味いのか
1,ヒカキンー今日買って食べたよメシすごく美味しかったまた買います
1,しおきんお願いします
1,見付からないそれほど売れてるのか
1,いつから発売するんだよー
1,うまちょ
1,安すぎ
1,0円拾いやしたラーメン三杯いただきやす◎
1,ちょっと高いなその値段ならおにぎりと揚げ物買うってなる
1,うまそ
1,これめっちゃ美味かった
1,ラーメンの方が美味しかったです
1,しおきんきそう
1,よっしゃちょっとセブン買ってくるわ
1,ヒカキンプロデュースの濃厚味噌ラーメンと濃厚味噌メシ買う人ちなみに私は買いたいんですけど買う時間があったら両方買います
1,売り切れ続出しそうだな
1,ぜったいうまい
1,値段はいくら
1,偏見だけどさこういう体型の人が作ったものって美味くない
1,何時発売なの
1,このみそキンラーメン買わない人いるいないよねヒカキンのラーメン買うぞー
1,セブンイレブンって時点で買う気せん
1,ラーメンとカップめしはくどくないんですか
1,たかが0年片手間で修行笑したのを商品化してお情け商売してんの面白すぎる
1,そんなにらこだわったのに期間限定なんでしょもうお店出しなよそうしないと食べる人の本当の笑顔は見れないよ
1,何事かと思ったらラーメンで草0円も出すならすみれでええわ
1,とんこつきんしょうゆきんしおきんはよ
1,0円に値下げしろ
1,さんびゃくえんたかすぎだろ
1,これ0円もするってホント
1,毒入ってるから食べ無い方がいいろ
1,みそかみそきらいなんよ
1,美味しくなさそう買うけど
1,開発チームに作ってもらってよく自分のラーメンだって豪語できるね
1,体に悪いので買いません
1,努力アピールのゴリ押しで購買意欲を搾取するな結局は味に帰結するだろ
1,まずかったもう買いたくない
1,作ってるというか味見して文句言って作らせてるだけよねこういうの作るってのは自分でダシとって作って初めて持ってってそれを再現させるのがいいのに名ばかりラーメンでわなぁ購買意欲にはつながりませんぬ
1,内容がなんであれ夢を叶えるってのは普通の人ではなかなか成し遂げれないことだからほんとに凄いと思う
1,この人は周りからすると小さな事に見えることも好きな事に諦めず取り組み続けてこうした結果を残せているから尊敬します希望の星です
1,元スーパー店員が好きな商品を作れるまで有名になったのが本当に凄い
1,視聴者の意見どうこうじゃなくてちゃんと自分の好きなこと貫いて努力してるのかっこよすぎる
1,マジで努力してるのが感じられる尊敬やわ
1,夢を実現させることが出来るのは努力し続けたからなんよなぁマジで尊敬する
1,本当にこの人は努力が凄いな
1,活動休止中も休まずに夢を叶えるために行動してたと思うと本当に尊敬する
1,夢はいくらでもあるけどそれを叶えれたっていうのが本当に凄いことだと心から思う
1,視聴者を楽しませるために頑張ってて好き
1,いやすごすぎるわyoutube活動だけでも忙しすぎるのにその合間を縫って自分の夢を叶える活動をするなんて
1,好きなことにここまで全力を注げるのも聖人と呼ばれる0つの理由なのかもな
1,好きなことに本気になれるの本当に尊敬するわ
1,0ヶ月でも休んでくれてよかったくらいすごいことしててほんと尊敬する
1,好きなものがあるって大切なことなんだな
1,一週間休むのが夢でしたとかでも全然納得
1,好きなことで生きていくを実現させた漢かっこよすぎる
1,これだけ成功してても夢に向かって走り続けて実現させるとかカッコ良すぎる一人の人間として尊敬
1,この努力は絶対報われるファイト
1,自分のやりたいことにここまで真剣に向き合って努力してしっかり結果残すことってできるようで中々できないことだから本当に尊敬する
1,すげぇなぁやっぱ出来る人は何に手を出してもやり遂げるんだなぁ
1,00ここで無駄に謙遜しないで0億点を自分に送るのすごく好き
1,もはやyoutuberがやることじゃないすげえなあ
1,夢を実現させるのは困難でもヒカキンは努力でその困難の壁をぶち破ったほんと凄い
1,これだけ夢を叶えた人なのにまだ叶えたい夢があったなんて凄すぎる
1,下積み時代も諦めず努力した結果これなの最高すぎて大尊敬
1,こんなに成功してもちゃんと辿ってきたことを忘れてないところがとても好きです
1,自分のやりたかった事が出来てよかった何事にも頑張って欲しいな
1,夢を叶えるの裏にはとんでもない努力があることを改めて知れる
1,みんな恋人作ればリア充とか金持ちが自由とか言ってるけどヒカキンみたいな好きなことを本当に頑張れて嬉しさに溢れてる人が真のリア充だと思う
1,好きなことで生きているを体現したまさに偉人私たちに夢を与えてくれて本当にありがとう
1,特別hikakinがすきってわけじゃないわたしでもめちゃくちゃ凄いなって思うしやりたいこと叶えてること尊敬するしもうなんか凄いなって思います語彙
1,商品紹介系youtuberがついに自分の商品を紹介する日が来たのか
1,努力し続けたらやっぱ夢叶うんだな
1,hikakinさんが休止したと聞いてどうしたのだろうかと見に来たけどいつ見ても安心するすごいhikakinさんで安心した
1,疲かれたから休むとかじゃなくてみんなを喜ばせるために休むなんて本当凄いさすがみんなのヒカキン
1,夢があってもなかなか叶えられないことが多い中それが叶うだけでも凄いですそれだけでも感動です本当に夢を叶えることが出来て良かったですねおめでとうございます
1,絶対食べたいお腹すいた? ?ω?
1,下積み時代ほんとうにしんどそうなのにここまで頑張って夢叶えてて尊敬します
1,これだけの成功を収めているのにまだ夢を追う姿勢が好きです
1,休むじゃなくてシンプルにすごいことしてる本気度がすごく伝わる
1,夢を持つこと自体は誰にだってできるけどそれを叶えることはそれだけの努力をした人しか出来ないほんとに凄い
1,夢が叶えられて凄いこの努力は見習わねば
1,お金を考えないで自分がしたいことできるのは努力の賜物だな
1,早く食べたい
1,自分の夢の中にみんなを笑顔にしたいという想いが込められてるのって本当に素敵優しさが味にも出てそう
1,休んでた理由ラーメンかいて最初は思ったけどなんか想い伝わって泣けてきたわ
1,0人の人間がこうやって死ぬ気で頑張っているのを見てるともはや伝記に見えてくるこの方は本当に澄んだ晴れた心を持っていると思う
1,ポジティブな報告なのかネガティブな報告なのか事前に言ってくれるのを本当のありがたい心持ちが穏やかで見られる
1,早く食べたい
1,発売されたら即食べたい
1,好きな事を趣味として生きていくの本当に尊敬してる
1,疲れたから休んだとかでもいいのにさこんなとんでもない発表するために休むとか視聴者想いの域超えてる
1,hikakinさんってなんでこんなに私利私欲みたいなのを感じないんだろうみんなを笑顔にしたいっていう思いですごくすごくこだわって作ったのが伝わってきてなんか泣きそうになっちゃった
1,努力が報われる瞬間はまさにこの事なんだろうなヒカキンさんおめでとうございます
1,この人ほんといつでも自分の夢に向かっててかっこいい
1,早く食べたい絶対買うぞーっ
1,疲れてるからとかじゃなくて報告準備に集中するために休むといういつも視聴者思いのヒカキンさんならどんな報告でも応援できます
1,先日本当に生きているのが辛くなったんですが今日hikakinさんの夢が叶った姿を拝見して凄く元気をもらいましたいつも視聴者を気づかってくださる姿努力し続ける姿尊敬していますどうぞこれからも無理はなさらず楽しさを追い求めて活動してくださいいつもありがとうございます
1,本当にこだわりを感じる
1,やっぱり好きなものを突き詰めるって大変だしやっぱり飽きもあるけど大事だよなマジでhikakinを見るとほんとに頑張ろうって気になれるわガチで元気もらえる
1,これみながら食いたい
1,0年間大好きなものに熱中して本気でできるの本当に尊敬
1,商品紹介を主にやってたyoutuberがこうして今自分の商品を紹介してるのほんと感慨深い
1,初期の頃から忘れられないものってめちゃくちゃいいよねぇ?しかもそれが実現出来るなんてロマンあるわ?本当におめでとうございます
1,こんなに有名になってもまだまだ夢に向かって努力するヒカキン素敵すぎる
1,夢を実現させることができるなんてすごい
1,好きなことを極められる人は本当に努力をしてきた人だと思います尊敬
1,夢に向かって進んで行く姿に感動しました
1,ラーメン食べたい
1,本当にhikakinさんは聖人だなたとえ0週間休んだとしても視聴者の事を考えていて本当に尊敬するわ
1,好きなものを自分の商品にしちゃうっていう偉業ほんとにすごい0年かかったり活動休止になるのも頷ける
1,内容がなんであれ夢を叶えるってのは普通の人ではなかなか成し遂げれないことだからほんとに凄いと思う
1,ただ休んでただけじゃなくて頑張ってラーメン作ってたのは感動
1,夢の実現おめでとうございます伝えたいことが箇条書きなのがわかりやすく誠実でラーメン屋っぽくもある
1,自分的にはラーメンの方がそのときに食べたかったからおいしかった長文すいません
1,ヒカキンが食べてるものなんでも美味しそうに見えるのなんでだろう
1,後半情熱大陸のような感動が発売心待ちにいています
1,こんな時間に見ちゃったからお腹すいた
1,そういう事だったんですね夢を持って努力して叶えるなんて凄いです本当におめでとうございますこれからも応援してます
1,夢を持つ事楽しさも夢を叶える楽しさも自ら体験して映像化してくれるhikakinさんは本当に尊敬しますこれからも応援してます
1,とてつもないプレッシャーの中で時間と労力を割いて商品開発している姿が容易に想像出来ます一週間休むのも納得です応援してます
1,いつかラーメン屋さん作りそう
1,ちっちゃい頃からラーメン好きなんすよね
1,活動の休み時間が夢を追い続けていた時間とかカッコよスギル
1,すぐ買いに行く
1,どこかに行かないといけないとかじゃなくてどこでも手軽に買えるってのが神夢叶えれて良かったです
1,まさかこれをやるためにずっと商品紹介をやってきたのか
1,なんかめちゃくちゃラーメン食いたくなってきた
1,ほんとに努力の積み重ねが遂に実った感じが伝わります
1,ラーメンを初めて作った人ラーメンを広めた人ラーメン屋の人みんなヒカキンさんを支えてヒカキンさんをこんな大物にまでさせてくれてありがとう
1,早く発売されないかなー早く食べたい
1,こだわってる理由がもし上辺だけだったとしてもやさしすぎる
1,自分のやりたいことをずっと貫いてんのすごすぎるこれが本物のyoutuberか
1,夢を叶えるために頑張ってきたことが本当に素晴らしいです
1,食べたすぎる待ちきれない
1,youtube続けながらもこれを着々と進めていたと考えると本当にすごい
1,ラーメンが食べたいよ良いな
1,ラーメン何回も買うからとりあえず0週間ただただ休んでほしい
1,自分の好きなことしたいとか好きなもん作りたいとかは誰でも思うしお金とかがあればできるでもここまでしっかり自分で考えて色々試してみて0年掛けて自分が作りたかったもんを実現出来るってのは大変なんてもんやない自分のすることに熱意持ってとことんやっとるからみんなから人気になったんやと思う誰がどう言おうと俺は尊敬するな
1,おいしそうすぎる
1,ほんとにみんなに喜んでもらえるように作ってくれてるのがほんとに伝わるhikakinさんの夢が叶って良かったです
1,視聴者が体感しやすい食品への事業展開してくれてほんと嬉しい
1,絶対にどっちも買います休んだ理由がこんなことでよかったですこれからも頑張ってください大好きです
1,これはこれは努力の結晶でしかないですねぜひ見かけた際は食べて見ます
1,ここまで言われたら絶対たべてやる
1,僕らに出来る最大の応援は買って美味しく食べるこれに尽きると思ってます絶対食べます
1,息子と一緒に食べたいと思います
1,めちゃくちゃ楽しみワクワクだねー絶対食べたい買いに走るよー
1,食べてみたいです
1,自分の商品作ってたの凄てか休みじゃないじゃんまぁ自分のしたいこと実現できることってやっぱすっごくカッコイイこれからも頑張って下さい応援してます
1,絶対にうまいそうに決まってる言うまでもないね
1,こんなに楽しみな発表なかなかないから嬉しい絶対食べますこの勢いでラーメン屋さんも作ってください
1,こっちも来たらちょっと高いけど絶対買う
1,早く食べたい?
1,はやく食べたいわ?о ?о
1,これだけ影響力ある人は何を発売してもすぐ大好評になりそう
1,活動のおやすみ期間も動いてるのはもうよー分からんくらい動くやんたくさん寝て
1,買います
1,絶対食べたいっ
1,手に取りやすいなぁそうに決まっている
1,さすがしか言えないなこれはもうなんて言うかホントにヒカキンさんはすごい俺は思うよもう拍手しかできないなもう最高絶対に買う
1,夢を叶えるって本当にすごいことだよね自分がずっとやりたかったことをできたヒカキンを心から尊敬するわ
1,手に取るの楽しみにしてる
1,ヒカキンの努力って半端ないここまで努力出来る事がすごい事
1,食べてみたいです楽しみ
1,夢をちゃんといつも叶えていくのがかっこいいおめでとうございます
1,絶対食べるよ楽しみにしてます
1,ほんとに自分のことみたいにうれしいそしてヒカキンさんが忙しいなかでいろんな人にハート押してるのがほんとに感動するやっぱり皆のこと第一に考えて行動していけるからみんながついてきて超人気のyoutuberになれたと思うしこうやって夢を叶えられたんだと思うこれからもこの人についていこうと改めて思ったほんとにすごい
1,嬉しいおめでとうございます食べたいすごい気になる
1,食べたいー
1,世の中の色んなものを見たり食べたりしてきた人がこれは良いと思って作ったものたち興味あるわ?
1,努力の結晶
1,商品紹介を主にやってたyoutuberがこうして今自分の商品を紹介してるのほんと感慨深い
1,早く食べた?い
1,自分が叶えたい夢を叶えられて本当にすごいと思う自分も見習っていきますそしてどんな報告でも受け入れていきます
1,夢叶ったというより叶えたの凄い買います楽しみ?
1,絶対買う
1,絶対食べる
1,hikakinさんのこれまでの歴史と努力の結晶が詰まっててすごい体調も崩さないくらいに頑張ってくださいω
1,休止といえど結構働いてたのねいやすごいな食べるの楽しみすぎる
1,まずyoutubeを0年間休まずにやってるのだけでも凄いのにyoutubeをやりながら他の夢を実現させるためにも全力を注いで頑張るヒカキンさん本当に尊敬します
1,絶対に食べたい
1,向上心あって素晴らしいラーメン旅もしてるくらいだから好きなんやね
1,絶対買ってやる?
1,体を休めるための休みも必要だけどだだの休みじゃなくて自分のやりたいことに集中するための休みってかっこいいな
1,いよいよ明日かホント楽しみ
1,早く食べたいなあ
1,本当におめでとうございます元気出したい時にたべよっと
1,本当に楽しみです絶対食べます
1,たべたーーーーい
1,ラーメン食べたい
1,0個ずつ買いたいなぁー
1,youtubeやりながら0年これを作れたのはすごいと思う
1,一年間夢を叶えるために頑張ってたヒカキンさん凄いし尊敬した
1,食べたーい
1,夢が叶って嬉しそうなヒカキンを見てるだけでこっちは嬉しいよよかったねーラーメンもご飯も絶対買う
1,絶対食べる
1,夢を叶えられた事おめでとうございます素晴らしい発売したら絶対買いに行っちゃいますスバラシイ
1,めちゃ早く食べたい
1,絶対手に入れる
1,夢を叶えるその力凄すぎです尊敬
1,絶対買うぞー
1,だからラーメンダーツとかやってたんだね好きなものを本気にできるのって本当に尊敬できる
1,努力という才能かほんとに尊敬します僕の働いているところで販売させていただけること嬉しく思いますもちろん食べます
1,ええすごい買いに行くーおめでとうございます
1,絶対買うぞ
1,マジで楽しみ
1,めっちゃ買ってみたい
1,すごく食べてみたくなりました見かけたら絶対に買って食べます
1,食べたーい
1,この機会で思ったけどヒカキンさんが存在してないどyoutubeがつまらなくなったヒカキンさんが活動休止してから少し寂しく感じた事があった私はヒカキンさんを0年前くらいからしか見てないけど本当にいい人なのは分かる誰よりも長生きして欲しいヒカキンさんにどれだけ救われたか本当にありがとうございます
1,うわぁぁぁぁあすごいよかったね絶対食べる夢に向かって全力で頑張る姿心から尊敬します
1,ニューミサのラーメンはほんとおいしい
1,上手くいくか失敗するか分からんが絶対食べるわ
1,自分の夢のために活動をお休みは全然いいと思う自分の夢を誇りに思え
1,ヒカキンさんのガチファンだから泣くくらい嬉しい一生買う
1,hikakinさんの真剣さがこっちにまで伝わってきて感動しました元々スーパー店員で僕の人生の諦めない部分をhikakinさんが救ってくれましたありがとうございます
1,楽しみです早く食べたい
1,食べたい
1,復帰おめでとうございます絶対買います見てたら食べたくて仕方ないです
1,応援しとるで絶対買うわ
1,おめでとうございますたくさんたくさん売れますように
1,絶対食べなきゃ
1,hikakinさんにほんとに元気貰ってますし尊敬してます00???00ヶ月入院してて大変ですが退院したら絶対食べますψч☆
1,インスタで見ましたラーメンとカップ飯絶対食べますψч☆
1,早く食べたい
1,わー食べたいー
1,姉も食べたいて言ってた絶対買います
1,正直ここが僕一番見ていただきたいんですけどっておっしゃってますが自分の好きな人の夢が叶う過程を見せていただけるなんて光栄でしかないから見るに決まってますラーメン見かけたら絶対買います楽しみにしてますね
1,絶対買う
1,感動しました絶対食べます
1,早く食べたい
1,おめでとうございます楽しみです絶対に食べます
1,ラーメンって言った瞬間吹いたひかきんおもろいわ
1,おめでとうございますまさかの誕生日に発売絶対買います早く食べたいです
1,一週間お休みしてまあ当たり前だなと思ったら頑張るためのお休みだとはさすがすごすぎるちょっとはお休みしてくださいね長文失礼しました
1,この人はたった一週間の休みのために盛大にみんなのことを考えてるんだなこの人こそ本物の聖人だ
1,色々考えていることが好感持てるまだまだたくさん好奇心いっぱいワクワクしかない
1,絶対食べるそうに決まってる
1,絶対買うのだ?
1,絶対食べますね
1,夢を叶えようと努力して叶えるってすごいことだと思う
1,早く食べたい
1,早く食べたい
1,食べたくてウズウズ
1,早く食べたい早く発売しないかな?
1,お疲れさまですヒカ様の努力と笑顔が多くの人々の心に自然と入って来るのがヒカ様おめでとう御座います喜んで買わせて頂き応援していきたいと思いますヒカ様の声が笑顔が私達の元気の素です本当にありがとう
1,早く食べてみたい
1,食べるの楽しみ?
1,自分が好きなものを自分が満足するまでつきつめて作れるって素敵
1,絶対買います
1,何かヒカキンクラスが初の商品開発って凄いな普通もっと格下のインフルエンサーでも出してるのにそれだけ慎重に製作してたって事かなこれはさすがに食べてみたい
1,絶対買いますとても感動した
1,絶対買いますhikakinさん素敵です休んでないですよそれみんなのために頑張ってるとか尊敬です
1,絶対食べますψч☆
1,hikakinさんの血のにじむような努力が伝わってきますわ
1,絶対買う
1,このラーメンを同じように元気が無い時腹ペコの時ヒカキンさんの話を思い出しながら食べたいと思いますインフルエンサーの方で夢を叶えたと聞いてこんなに本当に良かったここまで長い道のり努力と信念つらぬいたんだなって感動したのは初めてかもです
1,普通にいい話なんだけど恩師を紹介するかのようなテンションでラーメンについて語ってるのなかなかにシュールで笑った
1,絶対買います
1,休むどころか働いてて草
1,はよ食べたいおめでとうございます夢を叶えていく瞬間をこうやって見ることが出来て同じ時代生きれて幸せです刺激もらいました
1,めっちゃ食べたい食べてみる
1,中野来たら札幌ラーメン味七上手いから食べてみて味噌ラーメン
1,おーまいがーー絶対買う
1,ヒカキンさんホントにラーメン好きですね自分の好きなもので夢が叶えれるのすばらしいと思う
1,すぐ食べたいと思って買いに行こうとしたら0日ですね早く食べたい私ラーメン工場で働いてるのでなんか嬉しいです楽しみにしてます
1,涙出てきた絶対食べます
1,食べたい
1,ミサは小さい頃行ってたな玉ねぎ甘めで味噌と合う懐かしい
1,食べるのが楽しみです娘にも食べさせてあげたいです
1,絶対買う
1,絶対買う
1,食べたい
1,予想外だったけどこれは絶対買う
1,絶対買う
1,ラーメン0円か買う穴確定演出
1,絶対おいしい買いますね
1,絶対買う
1,買いたい
1,本当にかっこいい絶対食う
1,必ず買います♪美味しそう
1,youtube活動だけでも忙しいのに他の夢も叶える事が出来るヒカキンさん凄いです
1,食べなきゃ
1,絶対買いにいくー
1,なんな涙出てきた夢って叶ったら凄いよなぁ
1,hikakin様がラーメン食べてた所の店長びっくりするやろなぁ
1,早く食べたいよー
1,絶対に買う
1,努力が凄すぎて俺も頑張ろう
1,信頼がやばすぎて買おうって自然と思った
1,僕もラーメン大好きです僕もラーメン作ってみたいなあ田舎なので買えないですけど旅行行った時買いますね
1,食べたい
1,ラーメンアピールするために0週間休んでて草
1,絶対買う
1,食べるしかねぇこのビックウェーブに
1,食べたい
1,絶対買う
1,セブン店員のわい納品まで待ちきれない
1,えーすご自作やば
1,一時期すごい太ってた時あったけどラーメンの味作ってたのか
1,普通に食おう
1,買いに行きます
1,絶対買いに行きます
1,絶対買いに行きます楽しみにしています
1,凄いですおめでとうございます絶対買いますねっb ?ネッ
1,絶対に買います
1,これは絶対買う
1,絶対買う
1,絶対買います
1,食べたい
1,絶対に食べたいです感動しました
1,一度は食べてみたい
1,復帰は0日か0日って言ってたけど早い方にしてくれたのはありがたすぎますご報告楽しみです追記報告見ました発売日gじゃないのと平日ってのがまたいいですね欲しすぎる
1,頑張ったね購入してみますね
1,セブン店員だから買おー
1,もう絶対買うんだけど
1,絶対買います
1,ファミマ派だからファミマまで置いて欲しかった感ある
1,絶対買います夢がかなって良かったですね僕までもうれしくなりました
1,000えっ凄っ絶対に買う
1,絶対買います
1,絶対明日食べる
1,はやくたべたい
1,見つけたら買ってみよう
1,めっちゃ食べたい食べたい食べたい食べたい食べたい
1,0月0日絶対見つけたら絶対買いに行く
1,想像の斜め上でビビった絶対買うわ
1,これは食いたい
1,絶対たべる
1,hikakinずっと大好きだから絶対食べます
1,ラーメンの旅してたもんな
1,0円くらいなら買ってた
1,絶対買います
1,絶対たべます
1,買わない訳が無い
1,食べたいです
1,普通に買うわ
1,新潟のニューミサが混むぞー
1,たべたーい笑
1,ぼくもラーメン大大大好きです夢が叶ってよかったー
1,絶対買うしかないだろー
1,おー買います
1,絶対買います
1,ラーメン本当に大好きですhikakinさんをずっと前から見てきました小学生だったけれど今はもう高校生で大学受験に向けて勉強しいます勉強のお供として食べていきたいです
1,食べたいです
1,絶対買います
1,誕生日だ絶対買う
