predicted,テキスト
0.924981049,hikakinの夢って俺らに想像できんよなどんな凄い事なんやろ本当に楽しみすぎる
0.924902498,ラーメンの方をさっき喰ったけどイマイチだねごつ盛り味噌の方が好みだわ
0.924785861,この人はたった一週間の休みのために盛大にみんなのことを考えてるんだなこの人こそ本物の聖人だ
0.924738524,わぁー夜中に再生してラーメンクッソ食べたくなったー発売したら買います0月0日楽しみ
0.924700293,0日で0万回再生以上いけんの凄い
0.924686511,初コメどのyoutuberが食レポしてくれるんだろう忖度なしで私的にはサッポロ0番味噌ラーメンを越えるかどうか
0.924599295,普通に習字上手い笑
0.924580637,本当に努力してみんなを明るく元気にさせるラーメンにしたいっていう気持ちがすごい伝わった
0.92456312,このラーメン食べるために一日頑張れる日が自分にもあるんだろうなと思うと嬉しいどうにか生きてる自分でもギリカップ麺に出せる値段で嬉しい
0.924402813,再生回数見て思ったけど今でもみんなの関心を惹き付けてる事が凄いちゃんとみんなhikakinの事気になってるんだね
0.924290679,おめでとうございます全然関係ないけどサービス終了が決まったアプリゲームをサ終取り消させてみたみたいなの出来たら見てみたいですガンダムブレイカーモバイルとか
0.924288658,息子達と食べましたスープめちゃくちゃうまい酒粕の香りがします息子は今まで食べたラーメンで一番うまいと言っていました
0.924263541,マジですげぇわ休んでも休まなくて準備して一刻でも早くみんなに知らせれるよう努力してるとことか本当に美味しそうなのが伝わってるくる
0.924047419,何回見てもご兄弟揃って招き猫引いてるのヤバいですね
0.923737036,濃厚味噌で香味油白味噌使用麺処くるりが本当に好きだったんだなって分かるわな
0.923661401,別にヒカキンさんファンではないけどこの人の努力凄いと思うあと普通にラーメンうまそう
0.923549287,カッコよすぎる絶対に買います味噌ラーメン好きなので早く食べたいです
0.923438893,最近のヒカキンあるあるかもしれないけど後付けの夢っぽくてなんかねって感じここまでやる熱量とかは尊敬してます
0.923435341,個人の感想なんですがめっちゃ美味しかったですメシの方はまだ食べれてないので再販したら絶対食べますこれからも頑張ってください
0.923348349,お休み頂いてありがとうございますって上の立場になったにも関わらずほんと謙虚だよね尊敬する
0.923285826,0発売なのに0製造終了完売とセブンの店員に言われました
0.92325895,これ見たらヒカキンがどれだけラーメンを愛し夢に本気だったか分かる素直におめでとう
0.923189684,叶えたかった夢を実現するためにyoutube活動で忙しい中でもこだわりながら商品開発してきたって本当にすごい
0.923169862,最近買って食べてみました味噌もしょっぱ過ぎず麺はソフト具もシャキシャキしてて文句なかったです一応言っておきます食ってみな飛ぶぞ長州力風失礼しました
0.923083627,あのラーメン作るのはいいんですけどちゃんと休んでくれませんか応援してます早くラーメン食べたいです
0.923023587,これだけ夢を叶えた人なのにまだ叶えたい夢があったなんて凄すぎる
0.922762514,エビとかカニを入れずにアレルギーの人でもなるべく楽しめるように作ってるの好き
0.922649457,新幹線代往復0万チョイ払ってでもみそる食べに行きたい
0.922568274,えスゴすぎるほんとに尊敬しますこれからも頑張ってくださいでも体調には気おつけてください何時でも応援してます
0.922409922,みんなと苦しい気持ちとか頑張ろうという気持ちとかを共有したいっていうのが凄く伝わる商品ですね早速発売日に買って食べたいですそして夢を叶えられたこと本当におめでとうございます
0.922371831,hikakinの凄い所はラーメンとカップ飯を両方しっかり食べてるところ
0.922282507,0年もかけて研究されたラーメンを0円で味わえるってめっちゃお得だなぁ
0.922182354,夢が叶えられて凄いこの努力は見習わねば
0.922126028,蒙古タンメンがライバルかな辛いバージョンも出して下さい
0.922122236,youtubeもやってて忙しいはずなのに0年くらい努力してんのはすごいなと思った必ず食べます
0.921971533,人生で受けた恩を自分の人生をかけてまた人に与えていくスタイルが本当に素敵
0.921929732,まっすぐで真剣で真摯でやっぱりヒカキン大好きヒカキンの夢が叶って嬉しいラーメンもカップメシも食べるの楽しみ
0.921869749,ヒカキンさん新しいラーメンを発売されるということでおめでとうござまいす発売を楽しみに過ごさせていただきます
0.921711961,hikakinさんの作られたラーメン美味しそうで食べたいなと思いました
0.921681359,東京に住んでいなくても食べることが出来る名義だけ貸してるとかでもない本気の一品絶対食べます
0.921681241,hikakinpremium立ち上げおめでとうございますヒカキンさんの夢が叶ったこだわりのラーメン楽しみです
0.921565759,半年後とかにスプラトゥーンのフェスで味噌ラーメン派対味噌メシ派の戦いあると思ってだけど今のスプラトゥーンフェスの選択肢三択なの萎える
0.921536551,いつもはhikakin面白いなぁって感じで見てたけど今回のhikakinはカッコイイやっぱり夢を実現できる人はカッコイイです
0.921485543,本当に楽しみにしてますカートンで買いたいです
0.921121971,泣けましたおめでとうございます0日セブン出勤なので必ず買わせていただきます出勤前に売り切れちゃいそう楽しみです
0.921038705,これは売れる未来しか見えませんね絶対買います
0.920978458,元スーパー店員が好きな商品を作れるまで有名になったのが本当に凄い
0.920837494,一店舗0食しかないのって本当ですか
0.920749399,夢を叶えられて良かったですねおめでとうございます諦めなければ夢は叶うセブンで出会ったら買います
0.920722848,ヒカキンさん0年前ゲーマーと言いましたよね
0.920669228,発売決定おめでとうございます0月0の発売日に0つとも買いますこれからも応援してます頑張ってください
0.920627885,いろんな意見があると思うけど自分はヒカキンさんが心を込めて作ったんだって信じてる
0.92060655,早速食べました絶妙なバランス美味しかったです0年間試行錯誤された甲斐があったと思いますごちそうさまでした
0.920586644,発売おめでとうございます早速購入させていただきましたところ息子が当たりマークを出しました大きなご利益がありそうです
0.920514817,だからラーメンダーツとかやってたんだね好きなものを本気にできるのって本当に尊敬できる
0.920472063,ラーメンに目をつけるとはセンスというかなにもかもスゴすぎてさすが神と呼ばれるだけある全youtuberびっくりしてんだろうなぁ
0.920456105,セブンにしかないのか
0.920447077,0番びっくりしたのがhikakin様の書道が想像以上に上手かったこと
0.920425959,号泣してしまいました本当におめでとうございますかっこいいです発売されたらセブンにいきますね
0.920340764,内容ちゃんと見る前はラーメンとカップめしならラーメンがいいかなって思ってたけどこのカップめしめちゃくちゃ美味しそうやな発売日に買いに行こう笑
0.920151474,好きなことをして人生を楽しんでいる姿に私も頑張りたくなる気持ちが出たよyoutuberの鏡だよ
0.920027546,初期の頃から忘れられないものってめちゃくちゃいいよねぇしかもそれが実現出来るなんてロマンあるわ本当におめでとうございます
0.920018938,絶対買いますhikakinさん素敵です休んでないですよそれみんなのために頑張ってるとか尊敬です
0.919858468,0番奥村康平ヒカキンさんどうも康平ちゃんねるの奥村康平ですで休日の土日のお昼にスガキヤに外食して下さい
0.919666979,自分の予想のお店出すんじゃないかなと思ってたちょっと異なってましたただ是非とも食べたいです
0.919571503,これが洗脳か
0.91956162,辛い事を乗り越えた人だけに娯楽が待ち構えてるんだな
0.919495117,是非食べてみたいですhikakinさんがラーメン好きとは嬉しい
0.919277459,0年間かけたラーメン絶対買いに行きます楽しみです
0.91920997,0万個は売れるだろうねってなるといくらの儲けなんだろヒカキンに0億くらいは入ってくるのか
0.919137394,小麦アレルギーだからご飯あるの嬉しいお母さんにラーメン食べてもらおうヒカチャンよかったね
0.919028835,本当におめでとう夢を叶えられて本当に良かったね楽しみにしてます
0.919016403,味噌だからって安直にコーン放り込んでないヒカキン信用できる食べたい
0.918974659,自分的にはラーメンの方がそのときに食べたかったからおいしかった長文すいません
0.918833882,商品紹介を主にやってたyoutuberがこうして今自分の商品を紹介してるのほんと感慨深い
0.918833882,商品紹介を主にやってたyoutuberがこうして今自分の商品を紹介してるのほんと感慨深い
0.918799813,0月0日なのに店に並んでて買って食べてみましたとてもおいしかったです
0.918427956,0時間で0万再生に迫るのはさすがすぎる
0.918369644,疲れてるからとかじゃなくて報告準備に集中するために休むといういつも視聴者思いのヒカキンさんならどんな報告でも応援できます
0.918267632,具材がくるりのラーメンぽいのも感動でしかない笑
0.918266625,これは売り切れなるだろうなー買いたい名言食べ終わったら容器は綺麗に保存だほんと美味しそうで
0.918139882,ヒカキーンおめでとうこれからも応援してるラーメン買えなかったけど次hikakinプレミアムの商品は絶対買ってやるー頑張ってください
0.91813858,これからこちらの新商品のpop作りをさせていただきますセブンイレブン社員です売り切れそうわたしも食べます
0.917814629,是非食べてみたいヒカキンさんをずっと支えていたラーメンこだわり抜いた一杯を食べて元気を貰えるといいなぁ
0.917598553,食べたい他の味は作る予定あるのかな食べてみたい豚骨とか醤油も
0.917484882,hikakinさんが監修したやつなのかなすげぇ
0.917467645,味噌ラーメンは普段あまり食べませんが流石に買わずにはいられません0日セブンに走ります
0.917339095,単純に小麦アレルギーで麺が食べられないからカップ飯あるの嬉しい
0.917198046,ポジティブな報告なのかネガティブな報告なのか事前に言ってくれるのを本当のありがたい心持ちが穏やかで見られる
0.916871738,こんなに楽しみな発表なかなかないから嬉しい絶対食べますこの勢いでラーメン屋さんも作ってください
0.916845365,ラーメンとかだけじゃなくてhikakinプレミアムの最初の商品なの夢があって嬉しい
0.916799712,塩や醤油豚骨のバージョンのラーメンも出してほしいなー
0.916767391,今日発売なのか売り切れてそうだけど絶対食べたいなこれを食べるために頑張って生きますっっง-ง
0.916693518,無事に買えた結構残ってたので友達と買った0人で喜んだ
0.916638204,絶対買いに行きます楽しみにしています
0.916469456,hikakinが0年かけて編み出したラーメンが上手くないわけがない絶対に速攻出たら買いに行く
0.916294183,ヒカキンさん早く食べたいヒカキンさんの人柄が皆さんが携わってれるんでしょうね
0.916142871,元スーパー店員の経験とか活かして商品開発してるのすごいそのままスーパー続けててもその内商品開発部とかに異動してたかもしれないね
0.915871134,普通の味高い買わない方が良い
0.915866139,hikakinさんみたいな色んなことに夢を見てチャレンジできる人になりたいと思った
0.915722802,夢を現実にするのカッコいい
0.915704054,母親が買ってくれたので夕飯にお惣菜と一緒にいただきます
0.915361613,ヒカキンの癖に廃課金な行動するな散財しすぎ
0.915310486,0年間大好きなものに熱中して本気でできるの本当に尊敬
0.915115626,スーパーで商品を並ばせる側だったのが並ぶ側になったのが凄すぎる
0.915033627,好きなものを自分の商品にしちゃうっていう偉業ほんとにすごい0年かかったり活動休止になるのも頷ける
0.914993856,尊敬でしかないめちゃくちゃ努力を感じるし普通にめっちゃ美味しそう私もラーメンものすごく好きなので嬉しすぎます絶対買いに行きますおめでとうございます
0.914909728,早速それぞれ0つずつ買いました人気すぎて売り切ればかりで何店舗も周りました笑
0.914792053,今日0日ですがセブンで購入しましたお店でも派手なディスプレイでしたよいただきますいただきますっ
0.914770669,白味噌を入れることによってガツンとくる旨味が鈍くなる気がするけどどうなんだろうか早く買って食べたい
0.914660182,ヒカキン完全こだわりのラーメンならいいけど味的に元のラーメンをちょっと変えただけならわかんないなーラーメンに関しては厳しい世界だからヒカキンってだけで売れると思うけど美味しくなかったら売れなくなると思うけど人それぞれの好みだからわかんないけど
0.914611447,どこかに行かないといけないとかじゃなくてどこでも手軽に買えるってのが神夢叶えれて良かったです
0.914537224,何事にも本気でどんな時も頑張ってきたからできたことだと思う本当に心から尊敬します
0.914476647,ヒカキン俺このラーメン買うよサイコーじゃんyoutubeドリーム見せてきた男の夢の結晶でしょ
0.914362306,なんかhikakinさんはyoutuberで成功してるからとかそういう妬み全くない努力が実った人だなぁって見れる
0.914335912,今日徳島のセブンで0個買った
0.914319456,これはこれは努力の結晶でしかないですねぜひ見かけた際は食べて見ます
0.91430224,焼肉とか寿司って金持ちになったら良い店ばっかり行くだろうけどラーメンだけはどの店もほとんど同価格帯だし金持ちになっても食べたいと思うものだよね
0.914097144,ヒカキンさんみたいな人も最初は苦労してたマジ尊敬
0.914019319,夢を叶えられるって凄い事だな自分の好きな食べ物を商品として出せるなんて凄い
0.913963273,売り切れてました店員さんに聞いたら製造はもうないって言ってたので食べられないかも
0.913959781,まってまさかのみそめし美味しそうすぎるヒカキンのことだから本当にこだわって作ってくれてるはず絶対食べまーす
0.913927398,本当に今までずっとみていたのできっとhikakinさんならみんなをワクワクさせるご報告なのかな
0.91388376,しょうもないって言われても夢を叶えられることはすげーよ
0.913768783,あと少しで再発売されるから見に来た人
0.913712673,ヒカキンのやっていくことが凄すぎて距離を感じるはずなのにすぐそばにいる感じがめっちゃ好き
0.913461018,0年振りくらいにhikakintv開いたけどオープニングが全く変わってなくてなんか安心したいつでも帰ってきていいっていう安心感ある
0.913109932,他のラーメンより美味いとかそういう言葉使わないのがやっぱりhikakinって感じがして大好き
0.913012321,朝一買ってセットで食べましたどちらもすごく美味しかったです味噌ラーメン好きな方には本当におすすめです
0.912996613,夢が叶ってすごく良かったですね私たちも夢を諦めずに頑張りたいと思います
0.912963226,俺やっぱ純粋で何事にも本気なヒカキン大好きだわ
0.912918319,ラーメンに凄くこだわって作られたのが伝わってきます発売日楽しみです
0.912912027,ヒカキンが青色の服着てると嬉しい
0.912904898,hikakinさん花月嵐ラーメン屋に行ってくださいお願いします
0.912902019,買えなかった負け組に手を差し伸べる必要なんか無いよ
0.91252871,絶対にどっちも買います休んだ理由がこんなことでよかったですこれからも頑張ってください大好きです
0.912456891,パッケージのデザインもセンスあって素敵ですね下積み時代も人生が変わるその日もラーメンと共に感動的です
0.912439596,おめでとうございます絶対に買って食べたいと思います本当に美味しそう急上昇ランキング0位素晴らしいです
0.912387358,ラーメンの中では味噌が0番好きだから地元でも売られるようになったら絶対買う
0.912356335,味噌ラーメンからもやしメンマネギ赤い調味油って感じがくるり意識してそうで好き
0.912143612,勝手に期待しといていざ発表した時文句言うのは違うだろ素直におめでとうでいいでしょ
0.9121395,自分の商品作ってたの凄てか休みじゃないじゃんまぁ自分のしたいこと実現できることってやっぱすっごくカッコイイこれからも頑張って下さい応援してます
0.911877129,休止といえど結構働いてたのねいやすごいな食べるの楽しみすぎる
0.911654437,この量で0円オーバーは高すぎだろ
0.9116529,試食の時口ピチャピチャさせない
0.91161621,映像ヒカキンが作ってるの何気に凄い0
0.911595181,誰がやっても同じだろヒカキンである必要性がない
0.91153099,夢はいくらでもあるけどそれを叶えれたっていうのが本当に凄いことだと心から思う
0.911478576,カップ飯大好きなので凄く楽しみです発売日にセブン直行します
0.911145752,コンビニで買えるのが嬉しいです夢を叶えるってすごいです
0.911069413,しょーもなとか言ってる人人の夢をそう思うことがしょーもないと思うよ
0.910828291,みそるから来ました寄せすぎてて笑いました
0.910822664,こんな素敵な人本当に居ないしもうほんと大好き頑張ってほしい
0.910750794,特別hikakinがすきってわけじゃないわたしでもめちゃくちゃ凄いなって思うしやりたいこと叶えてること尊敬するしもうなんか凄いなって思います語彙
0.910719873,どんな味がするのか一度買ってみようかな
0.91065036,ほんとにみんなに喜んでもらえるように作ってくれてるのがほんとに伝わるhikakinさんの夢が叶って良かったです
0.910506744,わーいいぇーいおめでとうございますコンビニで買えるの嬉しいです楽しみー
0.910363408,あたしもラーメンは大好きです楽しみにしてます
0.910226834,絶対買います夢がかなって良かったですね僕までもうれしくなりました
0.910194812,世の中の色んなものを見たり食べたりしてきた人がこれは良いと思って作ったものたち興味あるわ
0.909973242,自分が好きなものを自分が満足するまでつきつめて作れるって素敵
0.909556867,純粋で真面目な人だなぁと改めて感心させられました
0.909535737,ラーメンご馳走さまです美味しかったですyoutube活動もやりつつ色な準備ができる体力とか努力とか尊敬します
0.909472221,ラーメン製作の関係者から情報もれなかったの凄いな
0.909382854,下積み時代も諦めず努力した結果これなの最高すぎて大尊敬
0.909287602,初めて発売される商品って言い方だと次もあるのかな
0.909253729,これからも夢を叶えて夢を俺たちに見せてくれ
0.909122483,hikakinってたまに見るとほのぼのしてふふってなれるなんか疲れてたけど少し心穏やかになれたhikakinありがとう
0.90901276,カップの中に箸差しっぱなしなの嫌だ
0.90896873,うわあすごく感動してなんかうるうるしましたこんなに頑張ってる人がいるから私も頑張らなきゃなって思います
0.908852788,hikakinが生きてる時代に生まれてこれて良かった
0.908631311,0年かん両立しとるのすごすぎます
0.908501068,夢を叶えるって本当にすごいことだよね自分がずっとやりたかったことをできたヒカキンを心から尊敬するわ
0.908412702,字も綺麗なところまで本当にヒカキンさんの才能にびっくりですこれからもずっと応援してます
0.9083797,視聴者が体感しやすい食品への事業展開してくれてほんと嬉しい
0.908350225,自分も夢に向かって突き進んでさらに実現させるような人になりたいな
0.908311303,大好きなラーメン旅企画が商品開発の伏線だったの嬉しすぎ
0.908161972,しょうゆラーメンが美味しすぎて味噌ラーメン食べたことないのに凄く美味しそうこれは買いだな
0.908114441,本当に尊敬する自分もヒカキンさんみたいな素晴らしい人間になるために色んなこと一生懸命頑張りたいです
0.908031175,で一週間休んで何をしていたん笑要は期待商法やんな一週間身を隠して遊んで期待値を上げたかったん
0.908008607,まじでこの人超えるユーチューバーというか人としても中いない笑
0.907989774,活動の休み時間が夢を追い続けていた時間とかカッコよスギル
0.90785776,味噌ラーメンで良かった他の味だと食べないので食べてみます
0.907846739,完売で買えませんでした孫が楽しみにしてました再発売お願いします
0.90784633,いつでも視聴者のこと考えていて本当にすごいと思う
0.907839898,同じラーメン好きとしてここまでやるhikakinさんを尊敬するラーメンうまいよね
0.907793894,ずっとドキドキして待ってましたヒカキンさんの夢が叶うのなら心から応援したいです
0.907783042,発売が楽しみすぎて毎日見てます見れば見るほど美味しそう
0.907732522,hikakinさん私に希望を与えてくれてありがとうございます私も頑張ります
0.907623449,これが自分の誕生日に発表されて嬉しい
0.907546076,みそラーメン大好きだから嬉しいしかもセブイレならみんな買いやすいし絶対絶対買いますね今から楽しみすぎる
0.907420914,これは売れる口角が上がる感覚わかりますさっそく0日からセブン見てきます
0.907345523,スーパー兄弟地元の人も嬉しいし誉ほまれだよね
0.907225626,ずっと商品紹介してとうとう自分の商品ができたんですねおめでとうございますセブンのオーナーなのでたくさん発注しますね
0.907139759,嬉しいそうに紹介してるhikakinさん見てるとこっちまで嬉しくなります発売日絶対買います
0.906895684,夢を叶えるの裏にはとんでもない努力があることを改めて知れる
0.90679399,hikakinさんの作るご飯食べてみたかったんですめちゃくちゃ嬉しいですhikakinさんの夢が叶って良かったです
0.906690758,人生が変わるときもラーメンを食べてたはエモすぎる
0.906535204,セブンに行けばあるのよね売り切れるかな買いに行こ
0.906488838,胸が熱くなりました泣きそうです泣いてるけど感動の涙おめでとう御座いますこれからもお身体にお気をつけてください
0.906395878,ヒカキンさん今年セイキンさんとの曲作らないんですか
0.906379346,味噌の甘味を人工甘味料で出そうと思ったら大間違いですぞ
0.906364087,お身体に気をつけてくださいね次はほんとに0ヶ月くらいお休み取ってくださっていいんですよー
0.906176571,バズり目的の為に使われてて可哀想
0.906044387,oロo0わぉ0月0日の発売日私の誕生日だわセブンに買いに行きますね
0.906009038,まじでかっこいいどんなに苦しくても辛くても頑張った先にこんな未来が来ると信じてがんばります
0.905955436,人気すぎてすぐ完売なるゆですよね買えたら買って食べてみます
0.905884915,同い年で一番尊敬と安心感がある人柄ですラーメン発売おめでとうございます当日買いに行きます
0.905881688,招き猫キンのとこ満面の笑みとともに特に何もありません声出して笑いました
0.905837482,hikakinさんが美味しく食べてるのを見ると発売が待ち遠しいし早く食べてみたいー
0.905591964,ヒカキンのバ力舌具合が露呈しちゃったね
0.90541679,サッポロ一番の旨さが再認識できた
0.905333729,やっぱりhikakinは人間性もパーフェクトだし表の人間としてもパーフェクトだと思う
0.905237065,つよぽん絶対に0月0日買ってみようかな超美味しそうだね
0.904931588,ちゃんと全国のラーメンを回るという伏線をはっていたと思うと鳥肌もんだわ
0.904893412,しょうもなって言ってる奴お前らが高く見すぎただけやろ本当にhikakinさんおめでとう
0.904737687,他のyoutuberがやるぼったくりアパレルとかじゃなくて本当に自分がやりたいことを実現できるのは尊敬です゚゚
0.904727534,ラーメンとメシ両方食べました確かに元気を貰いました
0.904570439,人気出過ぎて売れ切れなってそうだから早めに買いに行こ
0.904567292,hikakinさんの投稿全然見ないんだけどヨダレ出そうになっためっちゃ美味しそう遅
0.904539561,インスタで見ましたラーメンとカップ飯絶対食べますψ
0.904508384,シンプルに凄い本当に頑張ったんだなって尊敬できますね
0.90449711,そうなんですね僕もラーメンが好きです
0.904459304,これだけ成功してても夢に向かって走り続けて実現させるとかカッコ良すぎる一人の人間として尊敬
0.904422901,初めどれだけすごいか分からんかったけど冷静になって考えたらとんでも無いことしてるの草
0.904386859,これに救われ励まされた人間がまた新たな物語を紡ぎ出す
0.904302505,ほんとにうれしそうつたわってきます東京に行ったりせずセブンで買えるなんてヒカキンさん本当にありがとうございます
0.904125571,どうせhikakin印のラーメンでも作ったんでしょ鼻ホジ
0.904103119,見たら食べてみたいと思いました次の給料日に買って食べたいと思います
0.903998089,夢を叶えようと努力して叶えるってすごいことだと思う
0.903991244,いいねの数×0個買うわ絶対いいね来ないだろうし笑
0.903954629,0日まで待ちきれない私もラーメン大好きです本当にすごい行動力だよhikakinさんおめでとう
0.903944248,味噌ラーメン大好きだし大好きなhikakinが作ったラーメンなのが最高
0.903886191,やりたいことをなんでもできちゃうそれがヒカキンの力短いお休みで休めたかなもうちょっと休みたいよね
0.903727598,夢を実現させることができるなんてすごい
0.903188605,セブンないんよなー生協かイオン系列で売ってたら買う
0.903115248,頼む復活にしてくれ皆あなたを待ってるんだよ
0.903105267,﻿店舗を作るんじゃなくてそれなりに誰でも手に入れられる商品を作ってくれるところに言葉に上手く出来ない優しさを感じる
0.903041233,おめでとうございます私もラーメン大好きなので楽しみ過ぎます
0.90291139,これ作る為に0年の新曲出さなかった説
0.902855018,こっちまで嬉しくなるわぁ絶対買うてかセブンで売ってるのすご
0.90272159,コンビニで買えるのは嬉しいヒカキンさんの本気のラーメン絶対食べる
0.902618572,ラーメンとかtシャツとか誰でも買える値段にしたとこに好感もてる
0.90261237,味噌も好きだけど塩キンと醤油キンも出してほしい
0.902606968,塩分0とか正気か返金しろ
0.902518933,麺の硬さが気になって
0.90233614,税金対策も兼ねてるのかな
0.902305995,ひねくれコメ多すぎやろ笑夢を叶えただけなのに
0.902259143,みそきんくんぬいぐるみ欲しいノホスィ再販記念にもう0回プレゼント企画お願いします
0.902230233,友達と今度買いに行くらしいので俺も買う
0.90217834,でも結局お金入るのは自分のところだろ笑
0.902109497,体質がらラーメン小麦粉が食べられませんがメシも出してくれたなんて心から応援いたします
0.902060475,賞味期限が自分の誕生日で運命感じた
0.901944209,なんか福くんが仮面ライダーになるって夢を叶えた時くらい勝手に感動した
0.901874212,普通に美味しそうだし一般市民に気軽に手に入りやすくて凄くありがたいです買いますね
0.901819354,正直に言います失望しました
0.901780657,マジで気になって夜しか寝れなかったから楽しみだわ
0.901710916,youtube活動だけでも忙しいのに他の夢も叶える事が出来るヒカキンさん凄いです
0.901699478,どんな小さな事でも夢を叶えられるって素敵な事だよね
0.901441735,また新しい夢の実現を期待してます頑張ってください
0.901411528,一週間お休みしてまあ当たり前だなと思ったら頑張るためのお休みだとはさすがすごすぎるちょっとはお休みしてくださいね長文失礼しました
0.901194442,ファミマ派だからファミマまで置いて欲しかった感ある
0.900742302,私が人生で救われたのはポケットモンスターhikakinの気持ちよく分かります
0.900513912,hikakin自分で自分を超えちゃったかな
0.900417188,習字普通に上手い
0.900396683,好きな事を趣味として生きていくの本当に尊敬してる
0.90019773,そんなことだろうと思ったコンビニ行って買いますねー
0.899917947,しょうもなってコメントちょくちょくあるけどこれのどこがしょうもないのか説明して欲しい笑笑
0.899856061,おめでとうございますとても美味しそうでアメリカでも買えたら嬉しい大ヒット商品になって海外進出もできますように
0.899747131,コンビニでかえるのうれしいよありがとうヒカキンカッコイイだいすきたべたらいれものかざっとくよ
0.899616332,ヒカキンの元気な姿が見られるのは嬉しい
0.899587666,終始テンションが高くてどれだけ嬉しいのか分かる
0.899577637,食べるのが楽しみです娘にも食べさせてあげたいです
0.899487728,夢を叶えるために頑張ってきたことが本当に素晴らしいです
0.899481389,言ってること矛盾してますね0
0.899302059,ラーメン美味しそうですけどめそらーめん食べれないのでしょうゆとかでもいいので食べたいです
0.899015793,カップメシの方0食目からはチーズ入れて食べてみたい
0.898914379,おかんがラーメン出すかなんかの商品ちゃうん言うてたんマジで当たってんやけど笑
0.898881237,こんなに成功してもちゃんと辿ってきたことを忘れてないところがとても好きです
0.898787084,ヒカキンの特性ラーメンたべないやついねーよなぁラーメン屋いくぞぉォ
0.89874729,じゃあ次は卵とネギを使ったラーメンを作ってください
0.898711461,この人ほど純粋な人おらんと思う
0.898480759,生姜感が強いと感じたのは気のせいですか••
0.898288704,くそー食べたいのに近くにセブンがないあったとしても二時間かかる
0.898110369,セブンで出してくれるの嬉しい田舎者でも手が出せる笑
0.898094176,これ見て泣いた人いない説明すると長いけどすご心打たれた
0.897981757,ラーメン作り報告とか言うから期待したけど舐めたこと言うなよ‪‬
0.897924442,本当に幸せそうな人を見るのってこっちまで幸せな気持ちになるからいいよなぁ
0.897570646,hikakinさんってなんでこんなに私利私欲みたいなのを感じないんだろうみんなを笑顔にしたいっていう思いですごくすごくこだわって作ったのが伝わってきてなんか泣きそうになっちゃった
0.897570056,youtube続けながらもこれを着と進めていたと考えると本当にすごい
0.89752772,いつでも好きな事に全力なヒカキンさんやっぱり好きだなぁ
0.897498215,みそキン必ず買いに行きます行く時間であればいいけど
0.897188132,ずっと夢を持ち続けるって事がすごい普通は一つの事で満足しちゃいそう
0.897171587,hikakinさん売り切れてました食べてみたいので再販お願いいたします笑
0.897132726,向上心あって素晴らしいラーメン旅もしてるくらいだから好きなんやね
0.896844288,ヒカキンさんわたしもたべました0さいのはるとよりヒカキンさんだいすきですよ
0.896672926,ポプラに買いに行っても全然売ってないんだけど
0.896607874,ラーメン好きならなんでアセスルファムカリウム入れたのかが疑問
0.896532794,服とかじゃ無くてラーメンなのほんとに好き流石hikakin
0.896333658,これは絶対買って食べますラーメンは本当に食べると幸せになりますよね
0.896312595,自分のやりたいことを全力で出来るのカッコよすぎる
0.895966267,夢を叶えるために発表の映像も本気で作るの流石youtubeの神
0.895700568,セブンイレブンのオーナーやってますおそらく特発で発注上限かかると思いますが上限いっぱい発注させてもらいます
0.895661971,視聴者の意見どうこうじゃなくてちゃんと自分の好きなこと貫いて努力してるのかっこよすぎる
0.89565764,こういう時のhikakinあるある→ファンが心配するような事じゃなくてむしろ応援するようなことしかない
0.895655422,セイキンさんおすすめシールを貼って発売してほしい
0.89550833,私ヒカキンの誕生日のまえがたんじようびです
0.895468945,こういう有名人が関わる商品って大体ちょっと口出すくらいで後は全部任せるって感じの印象だったけどヒカキンはめちゃくちゃ従事しててやっぱこの人違うなって思ったわ
0.895254606,沖縄では発売されないのね
0.895234507,服とか鞄とかじゃなくてラーメンってのが個人的に最高
0.895125942,様なバラエティーヌードルも期待してます
0.895105591,今までと全く違うトーンのヒカキンさん感動しました
0.895089669,何かとドキドキするけどヒカキンさんの夢が叶うんだったら嬉しい
0.895010129,自分の好きな商品を自分で監修して商品として販売できるなんてすごいな
0.89460595,ありがとう感動をラーメンをhikakinさんが創るラーメンやその他の料理はどのインスタントよりも美味しそう
0.894500652,僕らに出来る最大の応援は買って美味しく食べるこれに尽きると思ってます絶対食べます
0.894105791,下積み時代ほんとうにしんどそうなのにここまで頑張って夢叶えてて尊敬します
0.894094597,ジジキンは天国で笑ってるヒカキンのゆめが叶ったから
0.894027481,好きなことで生きていくを貫き続けていて本当にかっこいい
0.89362735,もういっそお店出してくれんかなとか思ってるわ
0.89361228,本当に向上心が止まらないなこの人は
0.893527217,美味しそう自分の作品にこんなに自信もてるのかっこいい早く食べたいなあ
0.89344906,0日か0日にって言っていてしっかり0日にあげてくれるところが本当流石すぎる
0.893418742,楽しみにしてる笑すぐ売り切れそうだね
0.893083838,遂に報告来ましたか何かワクワクしちゃう⁠≧⁠⁠≦⁠
0.893075705,味普通やんサッポロラーメンのほうがうまいわ
0.892958327,本当にこの人youtubeで自分の夢全部叶えるんじゃないかなずっと応援するけども
0.892902875,0年間やってて初めての休みきっといいご報告だと思うまじ楽しみ
0.892786534,0円に値下げしろ
0.892766343,矛盾がいま話題になってますねyoutuberやってなかった時の件
0.892762415,頑張ったね購入してみますね
0.892514083,どんな報告でも応援することに変わりはないんだけど全国ツアーだといいなぁー
